pokedex_id,sprite,pokemon_name,pokemon_weight,pokemon_height,speed,special_defense,special_attack,defense,attack,hp,pokemon_type1,pokemon_type2,base_hapiness,color_group,egg_group,generation,shape
350,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png"" width=""60"" >",milotic,1620.0,62.0,81.0,125.0,100.0,79.0,60.0,95.0,water,,70.0,pink,dragon,generation-iii,squiggle
351,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png"" width=""60"" >",castform,8.0,3.0,70.0,70.0,70.0,70.0,70.0,70.0,normal,,70.0,gray,indeterminate,generation-iii,ball
352,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png"" width=""60"" >",kecleon,220.0,10.0,40.0,120.0,60.0,70.0,90.0,60.0,normal,,70.0,green,ground,generation-iii,upright
353,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png"" width=""60"" >",shuppet,23.0,6.0,45.0,33.0,63.0,35.0,75.0,44.0,ghost,,35.0,black,indeterminate,generation-iii,ball
354,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png"" width=""60"" >",banette,125.0,11.0,65.0,63.0,83.0,65.0,115.0,64.0,ghost,,35.0,black,indeterminate,generation-iii,upright
355,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png"" width=""60"" >",duskull,150.0,8.0,25.0,90.0,30.0,90.0,40.0,20.0,ghost,,35.0,black,indeterminate,generation-iii,arms
356,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png"" width=""60"" >",dusclops,306.0,16.0,25.0,130.0,60.0,130.0,70.0,40.0,ghost,,35.0,black,indeterminate,generation-iii,humanoid
357,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png"" width=""60"" >",tropius,1000.0,20.0,51.0,87.0,72.0,83.0,68.0,99.0,flying,grass,70.0,green,plant,generation-iii,quadruped
358,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png"" width=""60"" >",chimecho,10.0,6.0,65.0,90.0,95.0,80.0,50.0,75.0,psychic,,70.0,blue,indeterminate,generation-iii,arms
359,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png"" width=""60"" >",absol,470.0,12.0,75.0,60.0,75.0,60.0,130.0,65.0,dark,,35.0,white,ground,generation-iii,quadruped
360,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png"" width=""60"" >",wynaut,140.0,6.0,23.0,48.0,23.0,48.0,23.0,95.0,psychic,,70.0,blue,no-eggs,generation-iii,upright
361,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png"" width=""60"" >",snorunt,168.0,7.0,50.0,50.0,50.0,50.0,50.0,50.0,ice,,70.0,gray,mineral,generation-iii,humanoid
362,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png"" width=""60"" >",glalie,2565.0,15.0,80.0,80.0,80.0,80.0,80.0,80.0,ice,,70.0,gray,mineral,generation-iii,ball
363,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png"" width=""60"" >",spheal,395.0,8.0,25.0,50.0,55.0,50.0,40.0,70.0,water,ice,70.0,blue,ground,generation-iii,fish
364,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png"" width=""60"" >",sealeo,876.0,11.0,45.0,70.0,75.0,70.0,60.0,90.0,water,ice,70.0,blue,ground,generation-iii,fish
365,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png"" width=""60"" >",walrein,1506.0,14.0,65.0,90.0,95.0,90.0,80.0,110.0,water,ice,70.0,blue,ground,generation-iii,quadruped
366,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png"" width=""60"" >",clamperl,525.0,4.0,32.0,55.0,74.0,85.0,64.0,35.0,water,,70.0,blue,water1,generation-iii,ball
367,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png"" width=""60"" >",huntail,270.0,17.0,52.0,75.0,94.0,105.0,104.0,55.0,water,,70.0,blue,water1,generation-iii,squiggle
368,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png"" width=""60"" >",gorebyss,226.0,18.0,52.0,75.0,114.0,105.0,84.0,55.0,water,,70.0,pink,water1,generation-iii,squiggle
369,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png"" width=""60"" >",relicanth,234.0,10.0,55.0,65.0,45.0,130.0,90.0,100.0,rock,water,70.0,gray,water2,generation-iii,fish
370,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png"" width=""60"" >",luvdisc,87.0,6.0,97.0,65.0,40.0,55.0,30.0,43.0,water,,70.0,pink,water2,generation-iii,fish
371,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png"" width=""60"" >",bagon,421.0,6.0,50.0,30.0,40.0,60.0,75.0,45.0,dragon,,35.0,blue,dragon,generation-iii,humanoid
372,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png"" width=""60"" >",shelgon,1105.0,11.0,50.0,50.0,60.0,100.0,95.0,65.0,dragon,,35.0,white,dragon,generation-iii,quadruped
373,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png"" width=""60"" >",salamence,1026.0,15.0,100.0,80.0,110.0,80.0,135.0,95.0,flying,dragon,35.0,blue,dragon,generation-iii,quadruped
374,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png"" width=""60"" >",beldum,952.0,6.0,30.0,60.0,35.0,80.0,55.0,40.0,psychic,steel,35.0,blue,mineral,generation-iii,blob
375,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png"" width=""60"" >",metang,2025.0,12.0,50.0,80.0,55.0,100.0,75.0,60.0,psychic,steel,35.0,blue,mineral,generation-iii,arms
376,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png"" width=""60"" >",metagross,5500.0,16.0,70.0,90.0,95.0,130.0,135.0,80.0,psychic,steel,35.0,blue,mineral,generation-iii,heads
377,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png"" width=""60"" >",regirock,2300.0,17.0,50.0,100.0,50.0,200.0,100.0,80.0,rock,,35.0,brown,no-eggs,generation-iii,humanoid
378,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png"" width=""60"" >",regice,1750.0,18.0,50.0,200.0,100.0,100.0,50.0,80.0,ice,,35.0,blue,no-eggs,generation-iii,humanoid
379,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png"" width=""60"" >",registeel,2050.0,19.0,50.0,150.0,75.0,150.0,75.0,80.0,steel,,35.0,gray,no-eggs,generation-iii,humanoid
380,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png"" width=""60"" >",latias,400.0,14.0,110.0,130.0,110.0,90.0,80.0,80.0,psychic,dragon,90.0,red,no-eggs,generation-iii,wings
381,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png"" width=""60"" >",latios,600.0,20.0,110.0,110.0,130.0,80.0,90.0,80.0,psychic,dragon,90.0,blue,no-eggs,generation-iii,wings
382,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png"" width=""60"" >",kyogre,3520.0,45.0,90.0,140.0,150.0,90.0,100.0,100.0,water,,0.0,blue,no-eggs,generation-iii,fish
383,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png"" width=""60"" >",groudon,9500.0,35.0,90.0,90.0,100.0,140.0,150.0,100.0,ground,,0.0,red,no-eggs,generation-iii,upright
384,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png"" width=""60"" >",rayquaza,2065.0,70.0,95.0,90.0,150.0,90.0,150.0,105.0,flying,dragon,0.0,green,no-eggs,generation-iii,squiggle
385,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png"" width=""60"" >",jirachi,11.0,3.0,100.0,100.0,100.0,100.0,100.0,100.0,psychic,steel,100.0,yellow,no-eggs,generation-iii,humanoid
386,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png"" width=""60"" >",deoxys-normal,608.0,17.0,150.0,50.0,150.0,50.0,150.0,50.0,psychic,,0.0,red,no-eggs,generation-iii,humanoid
387,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png"" width=""60"" >",turtwig,102.0,4.0,31.0,55.0,45.0,64.0,68.0,55.0,grass,,70.0,green,plant,generation-iv,quadruped
388,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png"" width=""60"" >",grotle,970.0,11.0,36.0,65.0,55.0,85.0,89.0,75.0,grass,,70.0,green,plant,generation-iv,quadruped
389,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png"" width=""60"" >",torterra,3100.0,22.0,56.0,85.0,75.0,105.0,109.0,95.0,ground,grass,70.0,green,plant,generation-iv,quadruped
390,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png"" width=""60"" >",chimchar,62.0,5.0,61.0,44.0,58.0,44.0,58.0,44.0,fire,,70.0,brown,humanshape,generation-iv,upright
391,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png"" width=""60"" >",monferno,220.0,9.0,81.0,52.0,78.0,52.0,78.0,64.0,fighting,fire,70.0,brown,humanshape,generation-iv,upright
392,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png"" width=""60"" >",infernape,550.0,12.0,108.0,71.0,104.0,71.0,104.0,76.0,fighting,fire,70.0,brown,humanshape,generation-iv,upright
393,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png"" width=""60"" >",piplup,52.0,4.0,40.0,56.0,61.0,53.0,51.0,53.0,water,,70.0,blue,ground,generation-iv,humanoid
394,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png"" width=""60"" >",prinplup,230.0,8.0,50.0,76.0,81.0,68.0,66.0,64.0,water,,70.0,blue,ground,generation-iv,upright
395,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png"" width=""60"" >",empoleon,845.0,17.0,60.0,101.0,111.0,88.0,86.0,84.0,steel,water,70.0,blue,ground,generation-iv,upright
396,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png"" width=""60"" >",starly,20.0,3.0,60.0,30.0,30.0,30.0,55.0,40.0,flying,normal,70.0,brown,flying,generation-iv,wings
397,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png"" width=""60"" >",staravia,155.0,6.0,80.0,40.0,40.0,50.0,75.0,55.0,flying,normal,70.0,brown,flying,generation-iv,wings
398,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png"" width=""60"" >",staraptor,249.0,12.0,100.0,60.0,50.0,70.0,120.0,85.0,flying,normal,70.0,brown,flying,generation-iv,wings
399,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png"" width=""60"" >",bidoof,200.0,5.0,31.0,40.0,35.0,40.0,45.0,59.0,normal,,70.0,brown,ground,generation-iv,quadruped
400,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png"" width=""60"" >",bibarel,315.0,10.0,71.0,60.0,55.0,60.0,85.0,79.0,water,normal,70.0,brown,ground,generation-iv,upright
401,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png"" width=""60"" >",kricketot,22.0,3.0,25.0,41.0,25.0,41.0,25.0,37.0,bug,,70.0,red,bug,generation-iv,humanoid
402,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png"" width=""60"" >",kricketune,255.0,10.0,65.0,51.0,55.0,51.0,85.0,77.0,bug,,70.0,red,bug,generation-iv,bug-wings
403,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png"" width=""60"" >",shinx,95.0,5.0,45.0,34.0,40.0,34.0,65.0,45.0,electric,,70.0,blue,ground,generation-iv,quadruped
404,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png"" width=""60"" >",luxio,305.0,9.0,60.0,49.0,60.0,49.0,85.0,60.0,electric,,100.0,blue,ground,generation-iv,quadruped
405,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png"" width=""60"" >",luxray,420.0,14.0,70.0,79.0,95.0,79.0,120.0,80.0,electric,,70.0,blue,ground,generation-iv,quadruped
406,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png"" width=""60"" >",budew,12.0,2.0,55.0,70.0,50.0,35.0,30.0,40.0,poison,grass,70.0,green,no-eggs,generation-iv,humanoid
407,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png"" width=""60"" >",roserade,145.0,9.0,90.0,105.0,125.0,65.0,70.0,60.0,poison,grass,70.0,green,plant,generation-iv,humanoid
408,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png"" width=""60"" >",cranidos,315.0,9.0,58.0,30.0,30.0,40.0,125.0,67.0,rock,,70.0,blue,monster,generation-iv,upright
409,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png"" width=""60"" >",rampardos,1025.0,16.0,58.0,50.0,65.0,60.0,165.0,97.0,rock,,70.0,blue,monster,generation-iv,upright
410,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png"" width=""60"" >",shieldon,570.0,5.0,30.0,88.0,42.0,118.0,42.0,30.0,steel,rock,70.0,gray,monster,generation-iv,quadruped
411,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png"" width=""60"" >",bastiodon,1495.0,13.0,30.0,138.0,47.0,168.0,52.0,60.0,steel,rock,70.0,gray,monster,generation-iv,quadruped
412,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png"" width=""60"" >",burmy,34.0,2.0,36.0,45.0,29.0,45.0,29.0,40.0,bug,,70.0,green,bug,generation-iv,blob
413,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png"" width=""60"" >",wormadam-plant,65.0,5.0,36.0,105.0,79.0,85.0,59.0,60.0,grass,bug,70.0,green,bug,generation-iv,blob
414,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png"" width=""60"" >",mothim,233.0,9.0,66.0,50.0,94.0,50.0,94.0,70.0,flying,bug,70.0,yellow,bug,generation-iv,bug-wings
415,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png"" width=""60"" >",combee,55.0,3.0,70.0,42.0,30.0,42.0,30.0,30.0,flying,bug,70.0,yellow,bug,generation-iv,heads
416,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png"" width=""60"" >",vespiquen,385.0,12.0,40.0,102.0,80.0,102.0,80.0,70.0,flying,bug,70.0,yellow,bug,generation-iv,bug-wings
417,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png"" width=""60"" >",pachirisu,39.0,4.0,95.0,90.0,45.0,70.0,45.0,60.0,electric,,100.0,white,fairy,generation-iv,quadruped
418,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png"" width=""60"" >",buizel,295.0,7.0,85.0,30.0,60.0,35.0,65.0,55.0,water,,70.0,brown,ground,generation-iv,quadruped
419,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png"" width=""60"" >",floatzel,335.0,11.0,115.0,50.0,85.0,55.0,105.0,85.0,water,,70.0,brown,ground,generation-iv,quadruped
420,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png"" width=""60"" >",cherubi,33.0,4.0,35.0,53.0,62.0,45.0,35.0,45.0,grass,,70.0,pink,plant,generation-iv,heads
421,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png"" width=""60"" >",cherrim,93.0,5.0,85.0,78.0,87.0,70.0,60.0,70.0,grass,,70.0,purple,plant,generation-iv,legs
422,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png"" width=""60"" >",shellos,63.0,3.0,34.0,62.0,57.0,48.0,48.0,76.0,water,,70.0,purple,indeterminate,generation-iv,squiggle
423,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png"" width=""60"" >",gastrodon,299.0,9.0,39.0,82.0,92.0,68.0,83.0,111.0,ground,water,70.0,purple,indeterminate,generation-iv,squiggle
424,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png"" width=""60"" >",ambipom,203.0,12.0,115.0,66.0,60.0,66.0,100.0,75.0,normal,,100.0,purple,ground,generation-iv,upright
425,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png"" width=""60"" >",drifloon,12.0,4.0,70.0,44.0,60.0,34.0,50.0,90.0,flying,ghost,70.0,purple,indeterminate,generation-iv,arms
426,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png"" width=""60"" >",drifblim,150.0,12.0,80.0,54.0,90.0,44.0,80.0,150.0,flying,ghost,70.0,purple,indeterminate,generation-iv,arms
427,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png"" width=""60"" >",buneary,55.0,4.0,85.0,56.0,44.0,44.0,66.0,55.0,normal,,0.0,brown,humanshape,generation-iv,upright
428,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png"" width=""60"" >",lopunny,333.0,12.0,105.0,96.0,54.0,84.0,76.0,65.0,normal,,140.0,brown,humanshape,generation-iv,upright
429,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png"" width=""60"" >",mismagius,44.0,9.0,105.0,105.0,105.0,60.0,60.0,60.0,ghost,,35.0,purple,indeterminate,generation-iv,ball
430,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png"" width=""60"" >",honchkrow,273.0,9.0,71.0,52.0,105.0,52.0,125.0,100.0,flying,dark,35.0,black,flying,generation-iv,wings
431,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png"" width=""60"" >",glameow,39.0,5.0,85.0,37.0,42.0,42.0,55.0,49.0,normal,,70.0,gray,ground,generation-iv,quadruped
432,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png"" width=""60"" >",purugly,438.0,10.0,112.0,59.0,64.0,64.0,82.0,71.0,normal,,70.0,gray,ground,generation-iv,quadruped
433,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png"" width=""60"" >",chingling,6.0,2.0,45.0,50.0,65.0,50.0,30.0,45.0,psychic,,70.0,yellow,no-eggs,generation-iv,humanoid
434,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png"" width=""60"" >",stunky,192.0,4.0,74.0,41.0,41.0,47.0,63.0,63.0,dark,poison,70.0,purple,ground,generation-iv,quadruped
435,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png"" width=""60"" >",skuntank,380.0,10.0,84.0,61.0,71.0,67.0,93.0,103.0,dark,poison,70.0,purple,ground,generation-iv,quadruped
436,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png"" width=""60"" >",bronzor,605.0,5.0,23.0,86.0,24.0,86.0,24.0,57.0,psychic,steel,70.0,green,mineral,generation-iv,ball
437,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png"" width=""60"" >",bronzong,1870.0,13.0,33.0,116.0,79.0,116.0,89.0,67.0,psychic,steel,70.0,green,mineral,generation-iv,arms
438,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png"" width=""60"" >",bonsly,150.0,5.0,10.0,45.0,10.0,95.0,80.0,50.0,rock,,70.0,brown,no-eggs,generation-iv,legs
439,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png"" width=""60"" >",mime-jr,130.0,6.0,60.0,90.0,70.0,45.0,25.0,20.0,fairy,psychic,70.0,pink,no-eggs,generation-iv,humanoid
440,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png"" width=""60"" >",happiny,244.0,6.0,30.0,65.0,15.0,5.0,5.0,100.0,normal,,140.0,pink,no-eggs,generation-iv,humanoid
441,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png"" width=""60"" >",chatot,19.0,5.0,91.0,42.0,92.0,45.0,65.0,76.0,flying,normal,35.0,black,flying,generation-iv,wings
442,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png"" width=""60"" >",spiritomb,1080.0,10.0,35.0,108.0,92.0,108.0,92.0,50.0,dark,ghost,70.0,purple,indeterminate,generation-iv,blob
443,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png"" width=""60"" >",gible,205.0,7.0,42.0,45.0,40.0,45.0,70.0,58.0,ground,dragon,70.0,blue,dragon,generation-iv,upright
444,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png"" width=""60"" >",gabite,560.0,14.0,82.0,55.0,50.0,65.0,90.0,68.0,ground,dragon,70.0,blue,dragon,generation-iv,upright
445,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png"" width=""60"" >",garchomp,950.0,19.0,102.0,85.0,80.0,95.0,130.0,108.0,ground,dragon,70.0,blue,dragon,generation-iv,upright
446,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png"" width=""60"" >",munchlax,1050.0,6.0,5.0,85.0,40.0,40.0,85.0,135.0,normal,,70.0,black,no-eggs,generation-iv,humanoid
447,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png"" width=""60"" >",riolu,202.0,7.0,60.0,40.0,35.0,40.0,70.0,40.0,fighting,,70.0,blue,no-eggs,generation-iv,upright
448,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png"" width=""60"" >",lucario,540.0,12.0,90.0,70.0,115.0,70.0,110.0,70.0,steel,fighting,70.0,blue,humanshape,generation-iv,upright
449,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png"" width=""60"" >",hippopotas,495.0,8.0,32.0,42.0,38.0,78.0,72.0,68.0,ground,,70.0,brown,ground,generation-iv,quadruped
450,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png"" width=""60"" >",hippowdon,3000.0,20.0,47.0,72.0,68.0,118.0,112.0,108.0,ground,,70.0,brown,ground,generation-iv,quadruped
451,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png"" width=""60"" >",skorupi,120.0,8.0,65.0,55.0,30.0,90.0,50.0,40.0,bug,poison,70.0,purple,water3,generation-iv,armor
452,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png"" width=""60"" >",drapion,615.0,13.0,95.0,75.0,60.0,110.0,90.0,70.0,dark,poison,70.0,purple,water3,generation-iv,armor
453,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png"" width=""60"" >",croagunk,230.0,7.0,50.0,40.0,61.0,40.0,61.0,48.0,fighting,poison,100.0,blue,humanshape,generation-iv,humanoid
454,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png"" width=""60"" >",toxicroak,444.0,13.0,85.0,65.0,86.0,65.0,106.0,83.0,fighting,poison,70.0,blue,humanshape,generation-iv,humanoid
455,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png"" width=""60"" >",carnivine,270.0,14.0,46.0,72.0,90.0,72.0,100.0,74.0,grass,,70.0,green,plant,generation-iv,tentacles
456,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png"" width=""60"" >",finneon,70.0,4.0,66.0,61.0,49.0,56.0,49.0,49.0,water,,70.0,blue,water2,generation-iv,fish
457,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png"" width=""60"" >",lumineon,240.0,12.0,91.0,86.0,69.0,76.0,69.0,69.0,water,,70.0,blue,water2,generation-iv,fish
458,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png"" width=""60"" >",mantyke,650.0,10.0,50.0,120.0,60.0,50.0,20.0,45.0,flying,water,70.0,blue,no-eggs,generation-iv,wings
459,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png"" width=""60"" >",snover,505.0,10.0,40.0,60.0,62.0,50.0,62.0,60.0,ice,grass,70.0,white,plant,generation-iv,upright
460,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png"" width=""60"" >",abomasnow,1355.0,22.0,60.0,85.0,92.0,75.0,92.0,90.0,ice,grass,70.0,white,plant,generation-iv,upright
461,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png"" width=""60"" >",weavile,340.0,11.0,125.0,85.0,45.0,65.0,120.0,70.0,ice,dark,35.0,black,ground,generation-iv,upright
462,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png"" width=""60"" >",magnezone,1800.0,12.0,60.0,90.0,130.0,115.0,70.0,70.0,steel,electric,70.0,gray,mineral,generation-iv,arms
463,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png"" width=""60"" >",lickilicky,1400.0,17.0,50.0,95.0,80.0,95.0,85.0,110.0,normal,,70.0,pink,monster,generation-iv,humanoid
464,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png"" width=""60"" >",rhyperior,2828.0,24.0,40.0,55.0,55.0,130.0,140.0,115.0,rock,ground,70.0,gray,ground,generation-iv,upright
465,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png"" width=""60"" >",tangrowth,1286.0,20.0,50.0,50.0,110.0,125.0,100.0,100.0,grass,,70.0,blue,plant,generation-iv,humanoid
